RU;Band Size;Band Number;Code;Specie Name;Foraging strategy;Specie Code;Age;Age How1;Age How2;Sex;Sex How1;Sex How2;BP;CP;Fat;Body Molt;FF Molt;Wear;Ecto;Wing Chord;Weight;Total Tail;Longest Tail;Shortest tail (R1);Bill corrugated;Throat feathers;Exposed culmen;Width of R5;Date;Location;Session;Month;Year;Time;Net;Bander;Total culmen;Width culmen;Depth culmen;Tarsus;Leg aperture;Hallux;SL;R1;Tarsus Ring Size (Hummingbirds)
4008;X;A53001;N;COELIGENA IRIS;Trapliner;COIR;Y;I;P;U;9;9;0;0;0;2;0;1;0;76;NA;53;53;NA;60;NA;30.1;NA;5-oct-13;SANA;Second;;2013;8:30;7;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4009;X;A53002;N;METALLURA TYRIANTHINA;Territorial;METY;Y;P;9;M;P;9;0;0;0;1;0;1;M;57;NA;39;39;NA;0;34;11.79;NA;5-oct-13;SANA;Second;;2013;9:00;1;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4010;X;A52771;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;I;M;P;9;0;0;0;1;0;1;0;57;3.7;45;45;NA;0;67;12.89;NA;5-oct-13;SANA;Second;;2013;9:00;1;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4871;X;A53106;N;METALLURA BARONI;Territorial;MEBA;Y;P;I;M;P;9;0;0;0;0;0;1;0;56;4.25;40;40;NA;70;NA;13.15;NA;7-nov-14;SANA;Third;;2014;7:15;20;CR;NA;NA;NA;NA;NA;NA;NA;NA;NA
4877;X;A53108;N;METALLURA BARONI;Territorial;MEBA;A;P;9;M;P;9;0;0;0;2;0;1;F;58;4.25;41;41;NA;0;NA;12.53;NA;7-nov-14;SANA;Third;;2014;9:15;10;CR;NA;NA;NA;NA;NA;NA;NA;NA;NA
4013;X;A53003;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;0;0;1;M;67;6.15;54;54;NA;5;NA;20.53;NA;5-oct-13;SANA;Second;;2013;10:00;2;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4015;X;A52774;N;METALLURA BARONI;Territorial;MEBA;A;P;I;F;P;9;0;0;0;2;F;3;M;NA;4.35;NA;NA;NA;0;40;13.58;NA;5-oct-13;SANA;Second;;2013;10:00;16;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
4016;X;A52775;N;METALLURA BARONI;Territorial;MEBA;Y;P;I;U;9;9;0;0;0;0;F;0;0;54;4.25;NA;NA;NA;80;NA;13.77;NA;5-oct-13;SANA;Second;;2013;11:00;20;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4032;RE;A53422;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;I;U;9;9;0;0;0;0;0;1;M;64;5.7;57;57;NA;0;NA;20.21;NA;5-oct-13;SANA;Second;;2013;9:00;20;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4033;X;A53077;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;I;F;P;9;0;0;0;0;0;1;0;49;3.3;36;36;NA;0;NA;12.33;NA;9-ene-14;LLAV;Third;;2014;7:15;7;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4034;X;A53078;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;I;F;P;9;0;0;0;1;0;1;0;51;3.6;38;38;NA;0;NA;13.05;NA;9-ene-14;LLAV;Third;;2014;7:15;7;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4035;X;A53079;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;9;U;9;9;0;0;0;0;A;1;0;NA;3.35;37;37;NA;90;NA;11.66;NA;9-ene-14;LLAV;Third;;2014;7:45;16;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4036;X;A53080;N;LAFRESNAYA LAFRESNAYI;NA;LALA;Y;P;9;U;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;9-ene-14;LLAV;Third;;2014;7:45;13;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4037;X;A53081;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;I;U;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;9-ene-14;LLAV;Third;;2014;7:45;3;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4038;X;A53082;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;I;U;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;9-ene-14;LLAV;Third;;2014;7:45;2;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4039;X;A53083;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;Y;P;I;U;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;80;NA;NA;NA;9-ene-14;LLAV;Third;;2014;7:45;4;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4040;X;A53091;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;I;F;P;9;0;0;0;1;F;1;0;52;3.65;38;38;NA;0;NA;12.47;NA;9-ene-14;LLAV;Third;;2014;8:45;17;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4041;X;A53092;N;METALLURA BARONI;Territorial;MEBA;Y;I;P;U;9;9;0;0;0;0;0;1;M;58;4.45;NA;NA;NA;NA;NA;NA;NA;9-ene-14;LLAV;Third;;2014;8:45;20;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4042;X;A53093;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;I;M;P;9;0;0;1;1;0;1;0;56;3.8;43;43;NA;0;NA;12.6;NA;9-ene-14;LLAV;Third;;2014;8:45;16;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4043;X;A52529;N;COELIGENA IRIS;Trapliner;COIR;A;P;I;F;P;9;0;0;0;2;F;1;0;NA;7.1;NA;NA;NA;0;NA;30.1;NA;9-ene-14;LLAV;Third;;2014;8:45;13;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4044;X;A53084;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;I;U;9;9;0;0;0;2;F;2;0;NA;6.55;NA;NA;NA;0;NA;19.59;NA;9-ene-14;LLAV;Third;;2014;9:15;13;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4045;X;A53086;N;ERIOCNEMIS VESTITA;Territorial;ERVE;Y;I;P;U;9;9;0;0;0;0;0;1;0;63;5.9;49;49;NA;90;NA;17.68;NA;9-ene-14;LLAV;Third;;2014;11:45;14;CR;NA;NA;NA;NA;NA;NA;NA;NA;NA
4046;X;A53087;N;LAFRESNAYA LAFRESNAYI;NA;LALA;Y;I;P;U;9;9;0;0;0;1;0;1;F;59;NA;40;40;NA;50;NA;20.56;NA;9-ene-14;LLAV;Third;;2014;13:45;12;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4095;RE;A52514;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;U;9;9;0;0;0;0;A;1;0;65;5.25;47;47;NA;0;NA;20.41;NA;9-ene-14;LLAV;Third;;2014;7:15;1;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4096;RE;A50212;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;U;9;9;U;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;9-ene-14;LLAV;Third;;2014;7:15;5;CR;NA;NA;NA;NA;NA;NA;NA;NA;NA
4097;RE;A52743;R;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;F;P;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;9-ene-14;LLAV;Third;;2014;7:15;3;CR;NA;NA;NA;NA;NA;NA;NA;NA;NA
4099;RE;A52907;R;METALLURA TYRIANTHINA;Territorial;METY;A;P;I;M;P;9;0;0;0;1;F;2;0;2;3.9;NA;NA;NA;NA;FULL;12.86;NA;9-ene-14;LLAV;Third;;2014;10:15;19;CR;NA;NA;NA;NA;NA;NA;NA;NA;NA
4103;X;A53042;N;LAFRESNAYA LAFRESNAYI;NA;LALA;Y;P;I;U;9;9;0;0;0;1;1;1;M;57;4.85;37;37;NA;40;NA;24.27;NA;17-dic-13;MAIN;Third;;2013;6:15;1;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4104;X;A53043;N;COELIGENA IRIS;Trapliner;COIR;U;9;9;U;9;9;0;0;0;2;0;1;0;74;6.6;51;51;NA;10;NA;29.04;NA;17-dic-13;MAIN;Third;;2013;6:45;18;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
4105;X;A53044;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;Y;I;9;U;9;9;0;0;0;2;0;1;0;62;5.75;52;52;NA;90;NA;20.7;NA;17-dic-13;MAIN;Third;;2013;6:45;14;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
4106;X;A53045;N;LAFRESNAYA LAFRESNAYI;NA;LALA;Y;I;P;U;9;9;0;0;0;1;0;1;0;57;NA;39;39;NA;60;NA;25;NA;17-dic-13;MAIN;Third;;2013;7:45;20;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4107;X;A53046;N;LAFRESNAYA LAFRESNAYI;NA;LALA;Y;I;P;U;9;9;0;0;0;2;0;1;0;59;5.1;39;39;NA;80;NA;22.43;NA;17-dic-13;MAIN;Third;;2013;7:45;1;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
4109;X;A53025;N;METALLURA TYRIANTHINA;Territorial;METY;NA;9;9;NA;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;FULL;NA;NA;17-dic-13;MAIN;Third;;2013;11:15;16;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
4110;X;A53047;N;HELIANGELUS VIOLA;Territorial;HEVI;A;P;9;M;P;9;0;0;0;1;0;1;0;62;6;56;56;NA;0;FULL;14.49;NA;17-dic-13;MAIN;Third;;2013;11:15;6;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4111;X;A53026;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;F;P;9;0;0;0;0;0;1;0;50;3.55;33;33;NA;0;NA;13.01;NA;17-dic-13;MAIN;Third;;2013;11:15;5;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
4112;X;A53027;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;F;P;X;0;0;0;1;0;1;0;52;NA;34;34;NA;0;NA;12.27;NA;17-dic-13;MAIN;Third;;2013;13:45;14;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
4119;UNB;NA;U;HELIANGELUS VIOLA;Territorial;HEVI;9;9;9;9;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;17-dic-13;MAIN;Third;;2013;7:45;6;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4128;RE;A50274;R;METALLURA TYRIANTHINA;Territorial;METY;A;P;I;F;P;9;0;0;0;1;0;1;0;58;NA;35;35;NA;0;NA;NA;NA;17-dic-13;MAIN;Third;;2013;6:45;7;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
4134;X;A53048;N;COELIGENA IRIS;Trapliner;COIR;A;P;I;F;P;9;0;0;0;0;F;2;0;72;6;50;50;NA;0;NA;29.36;NA;18-dic-13;MAIN;Third;;2013;7:30;6;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
4135;X;A53049;N;COELIGENA IRIS;Trapliner;COIR;A;P;I;M;P;9;0;0;0;1;0;3;M;NA;6.85;58;58;NA;0;5;26.36;NA;18-dic-13;MAIN;Third;;2013;7:30;6;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4136;X;A53050;N;COELIGENA IRIS;Trapliner;COIR;A;P;I;F;P;9;0;0;0;3;F;1;0;75;6.5;NA;NA;NA;0;NA;29.22;NA;18-dic-13;MAIN;Third;;2013;8:00;6;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4137;X;A53028;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;9;U;9;9;0;0;0;2;0;1;0;52;3.45;36;36;NA;95;NA;11.63;NA;18-dic-13;MAIN;Third;;2013;8:30;6;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
4138;X;A53060;N;COELIGENA IRIS;Trapliner;COIR;A;P;I;F;P;9;0;0;0;1;0;1;0;76;6.85;53;53;NA;0;NA;28.46;NA;18-dic-13;MAIN;Third;;2013;10:00;12;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4139;X;A53041;N;LESBIA NUNA;Territorial;LENU;A;P;I;F;P;9;0;0;0;1;0;1;0;45;3.2;54;54;NA;0;NA;9.27;NA;18-dic-13;MAIN;Third;;2013;11:30;5;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4143;X;A53052;N;HELIANGELUS VIOLA;Territorial;HEVI;A;P;I;M;P;9;0;0;0;0;0;1;0;62;5.55;48;48;NA;0;FULL;13.67;NA;19-dic-13;MASE;Third;;2013;6:30;10;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
4144;X;A53053;N;HELIANGELUS VIOLA;Territorial;HEVI;Y;I;P;M;P;9;0;0;0;0;0;1;0;60;5;47;47;NA;80;24;14.14;NA;19-dic-13;MASE;Third;;2013;7:00;24;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4145;X;A53030;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;I;M;P;9;0;0;0;2;0;1;0;55;3.85;40;40;NA;0;FULL;12.28;NA;19-dic-13;MASE;Third;;2013;7:00;8;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
4146;X;A53029;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;P;U;9;9;0;0;0;0;A;1;0;58;3.8;44;44;NA;90;NA;10.67;NA;19-dic-13;MASE;Third;;2013;7:00;8;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4147;X;A53054;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;P;U;9;9;0;0;0;0;0;1;0;57;3.8;40;40;NA;70;NA;12.06;NA;19-dic-13;MASE;Third;;2013;9:00;8;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4148;X;A53055;N;COELIGENA IRIS;Trapliner;COIR;Y;P;I;U;9;9;0;0;0;1;0;1;0;76;6.55;50;50;NA;90;NA;29.33;NA;19-dic-13;MASE;Third;;2013;10:30;7;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
4149;X;A53031;N;METALLURA TYRIANTHINA;Territorial;METY;Y;P;I;M;P;9;0;0;0;2;F;1;0;NA;4.1;NA;NA;NA;30;24;11.58;NA;19-dic-13;MASE;Third;;2013;11:30;13;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4150;X;A53032;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;I;F;P;9;0;0;0;0;0;1;0;50;3.3;35;35;NA;0;NA;11.64;NA;19-dic-13;MASE;Third;;2013;11:30;13;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
4155;RE;A52676;R;METALLURA TYRIANTHINA;Territorial;METY;A;P;I;F;P;9;0;0;0;0;0;1;0;51;3.5;36;36;NA;0;NA;11.65;NA;19-dic-13;MASE;Third;;2013;9:00;8;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4156;RE;A53011;R;COELIGENA IRIS;Trapliner;COIR;A;P;I;F;P;9;0;0;0;2;0;1;M;72;6.25;50;50;NA;0;NA;27.8;NA;19-dic-13;MASE;Third;;2013;9:00;5;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
4157;RE;A52713;R;COELIGENA IRIS;Trapliner;COIR;A;P;I;F;P;9;0;0;0;2;F;1;M;72;6.5;50;50;NA;0;NA;29.72;NA;19-dic-13;MASE;Third;;2013;9:30;21;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4162;X;A53056;N;LAFRESNAYA LAFRESNAYI;NA;LALA;Y;I;P;U;9;9;0;0;0;0;0;1;0;59;4.5;37;37;NA;80;NA;23.57;NA;20-dic-13;MASE;Third;;2013;7:00;1;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
4163;X;A53033;N;HELIANGELUS VIOLA;Territorial;HEVI;A;P;I;M;P;9;0;0;0;1;0;1;0;65;5.6;61;61;NA;0;FULL;12.91;NA;20-dic-13;MASE;Third;;2013;7:00;21;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
4164;X;A53057;N;COELIGENA IRIS;Trapliner;COIR;Y;I;P;U;9;9;0;0;0;1;0;1;0;75;6.1;NA;NA;NA;90;NA;28.74;NA;20-dic-13;MASE;Third;;2013;7:00;21;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
4165;X;A53034;N;LAFRESNAYA LAFRESNAYI;NA;LALA;Y;I;P;U;9;9;0;0;0;2;0;1;0;58;5;39;39;NA;70;NA;24.71;NA;20-dic-13;MASE;Third;;2013;9:00;18;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
4166;X;A53058;N;HELIANGELUS VIOLA;Territorial;HEVI;Y;P;I;M;P;9;0;0;0;1;F;1;0;60;5.45;49;49;NA;80;NA;13.34;NA;20-dic-13;MASE;Third;;2013;11:00;7;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
4198;RE;A52789;R;METALLURA TYRIANTHINA;Territorial;METY;A;P;I;M;P;9;0;0;0;1;0;1;0;54;3.9;39;39;NA;0;FULL;11.99;NA;4-ene-14;SANA;Third;;2014;7:35;6;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4199;RE;A52794;R;METALLURA TYRIANTHINA;Territorial;METY;A;P;I;M;P;9;0;0;0;2;F;1;0;59;4.35;46;46;NA;0;NA;11.96;NA;4-ene-14;SANA;Third;;2014;9:05;9;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4200;X;A53059;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;I;P;U;9;9;0;0;0;1;0;1;0;68;6.2;60;60;NA;0;NA;18.26;NA;4-ene-14;SANA;Third;;2014;7:05;10;CS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4201;X;A53061;N;COELIGENA IRIS;Trapliner;COIR;Y;I;P;M;P;9;0;0;0;0;0;1;0;86;7;62;62;NA;60;NA;28.28;NA;4-ene-14;SANA;Third;;2014;7:05;10;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4202;X;A53035;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;I;M;P;9;0;0;0;2;F;1;0;NA;3.7;NA;NA;NA;0;FULL;11.46;NA;4-ene-14;SANA;Third;;2014;7:05;6;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4203;X;A53036;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;I;M;P;9;0;0;0;1;F;1;0;NA;NA;42;42;NA;0;35;13.59;NA;4-ene-14;SANA;Third;;2014;7:05;6;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4204;X;A53037;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;P;M;P;9;0;0;0;9;9;9;9;NA;NA;NA;NA;NA;80;NA;NA;NA;4-ene-14;SANA;Third;;2014;7:35;10;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4205;X;A53062;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;U;9;9;U;9;9;0;0;0;1;F;1;0;NA;6.2;59;59;NA;NA;NA;18.48;NA;4-ene-14;SANA;Third;;2014;7:35;10;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4206;X;A53063;N;METALLURA TYRIANTHINA;Territorial;METY;Y;P;I;M;P;9;0;0;0;2;F;2;M;NA;3.85;NA;NA;NA;20;NA;10.33;NA;4-ene-14;SANA;Third;;2014;7:35;13;CS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4207;X;A53064;N;METALLURA TYRIANTHINA;Territorial;METY;Y;P;9;M;P;9;0;0;1;1;0;1;0;56;3.55;40;40;NA;15;NA;11.81;NA;4-ene-14;SANA;Third;;2014;7:35;13;CS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4208;X;A53065;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;P;M;P;9;0;0;0;1;0;1;0;56;3.95;41;41;NA;90;23;11.34;NA;4-ene-14;SANA;Third;;2014;8:05;11;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4209;X;A52528;N;COLIBRI CORUSCANS;Territorial;COCO;A;I;P;U;9;9;0;0;0;;0;1;0;81;10;55;55;NA;0;NA;22.58;NA;4-ene-14;SANA;Third;;2014;8:05;6;CS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4210;X;A53040;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;P;M;P;9;0;0;1;0;0;1;0;56;3.65;41;41;NA;70;NA;11.84;NA;4-ene-14;SANA;Third;;2014;8:35;12;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4211;X;A53066;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;9;F;P;9;0;0;0;0;0;1;M;56;4.1;41;41;NA;40;NA;10.6;NA;4-ene-14;SANA;Third;;2014;8:35;12;CS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4212;X;A53038;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;P;M;P;9;0;0;1;1;0;1;M;56;3.75;44;44;NA;90;10;12.01;NA;4-ene-14;SANA;Third;;2014;8:35;10;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4213;X;A53067;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;Y;I;9;U;9;9;0;0;0;2;0;1;M;66;5.95;59;59;NA;50;NA;16.99;NA;4-ene-14;SANA;Third;;2014;8:35;10;CS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4214;X;A53068;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;I;9;U;9;9;0;0;0;0;0;1;0;70;6.5;59;59;NA;0;NA;20.41;NA;4-ene-14;SANA;Third;;2014;9:05;6;CS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4215;X;A53069;N;COELIGENA IRIS;Trapliner;COIR;Y;I;P;U;9;9;0;0;0;1;0;1;M;74;6.45;55;55;NA;100;NA;28.22;NA;4-ene-14;SANA;Third;;2014;10:05;7;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4216;X;A53070;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;Y;I;9;U;9;9;0;0;0;0;0;2;0;67;NA;62;62;NA;50;NA;18.06;NA;4-ene-14;SANA;Third;;2014;10:35;6;CS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4218;X;A53039;N;METALLURA TYRIANTHINA;Territorial;METY;A;I;P;F;P;9;0;0;0;1;0;1;0;50;NA;37;37;NA;0;NA;11.45;NA;4-ene-14;SANA;Third;;2014;11:05;10;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4219;X;A53051;N;LAFRESNAYA LAFRESNAYI;NA;LALA;Y;I;9;U;9;9;0;0;0;1;0;1;0;63;5.35;42;42;NA;50;NA;24.35;NA;4-ene-14;SANA;Third;;2014;11:05;12;CR;NA;NA;NA;NA;NA;NA;NA;NA;NA
4220;X;A53052;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;P;U;9;9;0;0;0;0;0;1;0;50;NA;43;43;NA;90;NA;11.11;NA;4-ene-14;SANA;Third;;2014;11:05;10;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4221;X;A53072;N;HELIANGELUS VIOLA;Territorial;HEVI;A;P;I;M;P;9;0;0;0;0;0;1;M;60;5.25;47;47;NA;0;NA;14.93;NA;4-ene-14;SANA;Third;;2014;11:35;20;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4222;X;A53073;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;I;F;P;9;0;0;0;2;0;1;0;51;3.6;36;36;NA;0;NA;12.12;NA;4-ene-14;SANA;Third;;2014;11:35;20;CS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4223;X;A53074;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;I;P;U;9;9;0;0;0;1;A;1;M;63;5.85;53;53;NA;0;NA;19.89;NA;4-ene-14;SANA;Third;;2014;12:35;4;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4224;X;A53076;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;U;9;9;U;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;4-ene-14;SANA;Third;;2014;13:35;15;CR;NA;NA;NA;NA;NA;NA;NA;NA;NA
4225;X;A53075;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;U;9;9;U;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;4-ene-14;SANA;Third;;2014;13:35;3;PA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4251;X;A53090;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;P;U;9;9;0;0;0;1;0;1;0;49;3.5;35;35;NA;90;NA;12.51;NA;9-abr-14;LLAV;FIRST;;2014;6:35;15;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4252;X;A53089;N;COELIGENA IRIS;Trapliner;COIR;A;P;I;F;P;9;0;0;0;0;0;1;0;71;6.2;50;50;NA;0;NA;29.29;NA;9-abr-14;LLAV;FIRST;;2014;7:35;12;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
4255;X;A53094;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;I;M;P;9;0;0;0;0;0;1;0;56;3.88;40;40;NA;0;NA;12.49;NA;9-abr-14;LLAV;FIRST;;2014;8:05;4;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4256;X;A53095;N;METALLURA BARONI;Territorial;MEBA;Y;I;P;U;9;9;0;0;0;1;0;2;0;54;4.2;39;39;NA;90;NA;12.76;NA;9-abr-14;LLAV;FIRST;;2014;8:05;13;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4257;X;A53481;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;Y;I;9;U;9;9;0;0;0;2;0;1;0;69;NA;57;57;NA;80;NA;19.87;NA;9-abr-14;LLAV;FIRST;;2014;9:05;9;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
4258;X;A53096;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;P;U;9;9;0;0;0;0;0;1;0;57;4.2;40;40;NA;70;NA;10.65;NA;9-abr-14;LLAV;FIRST;;2014;9:35;8;AA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4259;X;A53500;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;P;F;P;9;0;0;0;0;0;1;0;51;NA;NA;NA;NA;70;NA;NA;NA;9-abr-14;LLAV;FIRST;;2014;10:05;12;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
4260;X;A53482;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;I;M;P;9;0;0;0;2;0;1;0;59;3.9;41;41;NA;0;NA;12.32;NA;9-abr-14;LLAV;FIRST;;2014;11:35;1;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
4261;X;A53097;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;I;F;P;9;0;0;0;1;0;1;0;52;3.95;37;37;NA;0;NA;12.25;NA;9-abr-14;LLAV;FIRST;;2014;14:05;1;AN;NA;NA;NA;NA;NA;NA;NA;NA;NA
4262;X;A53098;N;METALLURA BARONI;Territorial;MEBA;Y;P;I;U;9;9;0;0;0;1;0;1;0;55;4.3;39;39;NA;90;NA;11.92;NA;9-abr-14;LLAV;FIRST;;2014;14:05;14;GS;NA;NA;NA;NA;NA;NA;NA;NA;NA
